Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Class
0.000393447788539426,1.35941169440746e-05,2.29163494060326e-05,1.37954423450329e-05,2.88195191250151e-05,2.21699220184321e-05,8.88648523576859e-05,0.000238611827579758,9.79999999999999e-06,9.01276237032514e-05,0
0.000458797452941791,1.11663652783709e-05,2.67349245454287e-05,1.26466482895854e-05,2.96862080130236e-05,3.81971720820024e-05,0.000242066681592448,0.000264404670073146,2.46995836247094e-05,9.7625928475093e-05,0
0.000478668843816983,4.8e-06,2.61048057237384e-05,1.26707495466668e-05,2.8678934365378e-05,3.87698189961866e-05,0.000264954877486352,0.000255936731153716,4.02679756926401e-05,0.000107782091363021,0
0.000321102600098813,4.8e-06,2.53095134303837e-05,1.48419840918798e-05,2.87568971622647e-05,9.79999999999999e-06,0.000264576305558865,0.000223712536362275,6.08801411403826e-05,0.000119300865232172,0
7.40743120894883e-05,4.87491689758127e-05,0.00025365781386142,1.48600091934537e-05,2.90190262938656e-05,1.11663652783709e-05,0.000438863489172076,0.000240654000136767,0.000378571689507146,0.000171196893537433,0
7.46691207314658e-05,4.87491689758127e-05,0.000256544780844435,1.497794307524e-05,2.60152652285339e-05,1.11663652783709e-05,0.000542300439643185,0.000263036776015703,0.00040275868419507,0.000178948019867585,0
8.04050653959886e-05,0.000120905816649544,0.000705882666458182,1.38061546393083e-05,2.35403279376811e-05,1.37783658203357e-05,0.000535862507169133,0.000252193002145104,0.00114342450869173,0.000190129074647337,0
9.52070859568128e-05,0.000364817297818155,0.00123242745076967,1.38035872263163e-05,2.19990704325996e-05,1.37783658203357e-05,0.000541379696450719,0.000281375183251624,0.00164270464573002,0.000210904761651924,0
7.6042722196426e-05,0.000387951838697711,0.00121319432222262,1.26729317737545e-05,2.57526292341021e-05,4.8e-06,0.000562874003416346,0.000265546657794337,0.00156801741065208,0.000231648499383913,0
7.08697597075679e-05,3.58124388682769e-05,0.000533753720571685,4.8e-06,2.81315818033802e-05,4.8e-06,0.00061261098399571,0.000239154118478921,0.000725806958480614,0.000230821907889557,0
