Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Class
0.0288224,0.00242000000000001,0.00249000000000001,0.00242000000000001,0.00255500000000001,0.00244480000000001,0.003324,0.0275624,0.00240500000000001,0.00285300000000001,0
0.033365,0.00241000000000001,0.00252500000000001,0.00241500000000001,0.00256500000000001,0.00260580000000001,0.0062708,0.0307562,0.00244440000000001,0.00318620000000001,0
0.0299824,0.00240000000000001,0.00252000000000001,0.00241500000000001,0.00255000000000001,0.00261080000000001,0.00855479999999999,0.0310454,0.00256260000000001,0.00342100000000001,0
0.0103346,0.00240000000000001,0.00251000000000001,0.00242500000000001,0.00255500000000001,0.00240500000000001,0.0138874,0.0260302,0.00287340000000001,0.0050858,0
0.00338720000000001,0.00250260000000001,0.00465699999999999,0.00242500000000001,0.00255500000000001,0.00241000000000001,0.0280276,0.0281208,0.007285,0.0085464,0
0.00344140000000001,0.00250260000000001,0.00479879999999999,0.00242500000000001,0.00251500000000001,0.00241000000000001,0.0359974,0.0320268,0.00793439999999998,0.00832579999999999,0
0.00326820000000001,0.00269920000000001,0.0220196,0.00242000000000001,0.00249000000000001,0.00242000000000001,0.0376342,0.030425,0.0360752,0.00804039999999999,0
0.00368040000000001,0.00565639999999998,0.0770788,0.00242000000000001,0.00247500000000001,0.00242000000000001,0.038497,0.0327686,0.1048284,0.00916759999999999,0
0.00335700000000001,0.00547559999999998,0.0660121999999999,0.00241500000000001,0.00251500000000001,0.00240000000000001,0.0381614,0.0325542,0.0874185999999999,0.0104846,0
0.00321020000000001,0.00253840000000001,0.0107962,0.00240000000000001,0.00254000000000001,0.00240000000000001,0.0430924,0.0286096,0.0183448000000001,0.00961979999999998,0
0.00326720000000001,0.00242500000000001,0.00264640000000001,0.00243000000000001,0.00249500000000001,0.00240500000000001,0.0379702,0.028102,0.00400760000000001,0.00763479999999999,0
0.00284420000000001,0.00241000000000001,0.00283300000000001,0.00243500000000001,0.00251000000000001,0.00241000000000001,0.0294522,0.0291084,0.0050632,0.0117788,0
0.00287540000000001,0.00240500000000001,0.00269660000000001,0.00240500000000001,0.00252000000000001,0.00241000000000001,0.026159,0.027658,0.0049838,0.0140456,0
0.00286500000000001,0.00240000000000001,0.00252000000000001,0.00240500000000001,0.00250000000000001,0.00241000000000001,0.0127916,0.023395,0.00325420000000001,0.00758719999999997,0
0.00270640000000001,0.00240000000000001,0.00253500000000001,0.00240500000000001,0.00248500000000001,0.00240500000000001,0.00269640000000001,0.0212002,0.00241500000000001,0.00253900000000001,0
0.00267220000000001,0.00240000000000001,0.00251000000000001,0.00242000000000001,0.00249500000000001,0.00241000000000001,0.00271700000000001,0.0206364,0.00241500000000001,0.00251460000000001,0
0.00265740000000001,0.00240000000000001,0.00250500000000001,0.00242000000000001,0.00252500000000001,0.00241500000000001,0.00271200000000001,0.0189364,0.00244960000000001,0.00256340000000001,0
0.00262800000000001,0.00240000000000001,0.00254000000000001,0.00241500000000001,0.00251000000000001,0.00241000000000001,0.00257920000000001,0.0188252,0.00249420000000001,0.00301140000000001,0
0.00269200000000001,0.00240000000000001,0.00276420000000001,0.00242000000000001,0.00249500000000001,0.00240500000000001,0.00248500000000001,0.0204114,0.00354840000000001,0.00298720000000001,0
0.00263260000000001,0.00241000000000001,0.00276420000000001,0.00241500000000001,0.00250000000000001,0.00240500000000001,0.00246000000000001,0.0216036,0.00388340000000001,0.00257380000000001,0
0.00258420000000001,0.00242500000000001,0.00253500000000001,0.00242500000000001,0.00250500000000001,0.00240500000000001,0.00245500000000001,0.0235436,0.00317360000000001,0.00249960000000001,0
0.00273240000000001,0.00242500000000001,0.00281880000000001,0.00243000000000001,0.00251000000000001,0.00241000000000001,0.00243000000000001,0.024788,0.00329700000000001,0.00251900000000001,0
0.00275140000000001,0.00241500000000001,0.00280880000000001,0.00243500000000001,0.00250000000000001,0.00241500000000001,0.00291240000000001,0.0236468,0.00314440000000001,0.00286300000000001,0
0.00278040000000001,0.00240500000000001,0.00252000000000001,0.00243500000000001,0.00248500000000001,0.00240500000000001,0.00295720000000001,0.0227406,0.00281880000000001,0.00291680000000001,0
0.00287300000000001,0.00240000000000001,0.00250500000000001,0.00242000000000001,0.00246000000000001,0.00241000000000001,0.00257900000000001,0.0228216,0.00284300000000001,0.00263180000000001,0
0.00282420000000001,0.00240500000000001,0.00247500000000001,0.00241000000000001,0.00248500000000001,0.00241000000000001,0.00348520000000001,0.0257256,0.00318700000000001,0.00403280000000001,0
0.00303180000000001,0.00241000000000001,0.00321900000000001,0.00279200000000001,0.00249000000000001,0.00240500000000001,0.0077092,0.0362732,0.00374640000000001,0.0074352,0
0.0037346,0.00240500000000001,0.0100648,0.00391760000000001,0.00248500000000001,0.00241000000000001,0.0141824,0.0488792,0.0142872,0.00877279999999999,0
0.00380300000000001,0.00240000000000001,0.0105046,0.0046114,0.00250500000000001,0.00240500000000001,0.028708,0.0580158,0.0153118,0.00910379999999999,0
0.00344620000000001,0.00240000000000001,0.00367380000000001,0.00348080000000001,0.00248500000000001,0.00240000000000001,0.0247778,0.056498,0.0047404,0.00802139999999999,0
0.003796,0.00240000000000001,0.0296542,0.007736,0.00250000000000001,0.00239520000000001,0.00752039999999999,0.0514464,0.0223638,0.00707639999999999,0
0.0041866,0.00241000000000001,0.0343237999999999,0.00778079999999997,0.00251500000000001,0.00239520000000001,0.00816999999999999,0.0544018,0.0242742000000001,0.00718759999999999,0
0.0045682,0.00241000000000001,0.0134176,0.005861,0.00249500000000001,0.00240500000000001,0.0270992,0.0664506,0.00567919999999999,0.0089776,0
0.0045586,0.00240000000000001,0.00874299999999997,0.00581619999999998,0.00251000000000001,0.00241500000000001,0.0311934,0.071607,0.00327300000000001,0.00873239999999998,0
0.0047296,0.00240500000000001,0.00249000000000001,0.00241500000000001,0.00252000000000001,0.00241500000000001,0.018515,0.0678278,0.00243440000000001,0.0067008,0
0.0044356,0.00241500000000001,0.00250500000000001,0.00242500000000001,0.00249500000000001,0.00240500000000001,0.0237864,0.0690748,0.00279240000000001,0.00933279999999999,0
0.004068,0.00241500000000001,0.00251500000000001,0.00242000000000001,0.00252500000000001,0.00240500000000001,0.0287858,0.0696702,0.00290060000000001,0.010502,0
0.00487319999999999,0.00240500000000001,0.00261280000000001,0.00242500000000001,0.00256000000000001,0.00240500000000001,0.0173608,0.0722702,0.00351500000000001,0.00888119999999999,0
0.00562219999999999,0.00240000000000001,0.00263780000000001,0.00242500000000001,0.00254500000000001,0.00240000000000001,0.0154962,0.0709766,0.00376500000000001,0.0104038,0
0.0049892,0.00240000000000001,0.00252500000000001,0.00243000000000001,0.00252000000000001,0.00240000000000001,0.0214804,0.0651808,0.00294520000000001,0.0126806,0
0.0406376,0.00290880000000001,0.00251000000000001,0.00243500000000001,0.00249000000000001,0.00240000000000001,0.01422,0.0688188,0.00255260000000001,0.012986,0
0.0402185999999999,0.00291380000000001,0.00251000000000001,0.00241500000000001,0.00248500000000001,0.00240000000000001,0.00659959999999997,0.061015,0.00245420000000001,0.00907639999999998,0
0.00283900000000001,0.00241000000000001,0.00251500000000001,0.00240500000000001,0.00248000000000001,0.00240000000000001,0.00370780000000001,0.0370024,0.00245920000000001,0.0078134,0
0.00574179999999999,0.00240500000000001,0.00253500000000001,0.00241500000000001,0.00247000000000001,0.00241000000000001,0.004223,0.03029,0.00240500000000001,0.0135268,0
0.00587399999999998,0.00240000000000001,0.00249500000000001,0.00241500000000001,0.00251000000000001,0.00248400000000001,0.00729520000000001,0.033301,0.00240500000000001,0.0145996,0
0.00264680000000001,0.00240000000000001,0.00250000000000001,0.00241000000000001,0.00252500000000001,0.00247400000000001,0.0215376,0.0336124,0.00242960000000001,0.0151044,0
0.00250500000000001,0.00240500000000001,0.00253500000000001,0.00242000000000001,0.00250500000000001,0.00240500000000001,0.0183334000000001,0.0317374,0.00243960000000001,0.013048,0
0.00250500000000001,0.00241000000000001,0.00254000000000001,0.00243000000000001,0.00248500000000001,0.00240500000000001,0.0112206,0.0297364,0.00268100000000001,0.0126738,0
0.00258900000000001,0.00241480000000001,0.0058524,0.00241500000000001,0.00247500000000001,0.00240500000000001,0.0269592,0.034736,0.0114652,0.0182862,0
0.00376920000000001,0.00240980000000001,0.00585239999999997,0.00240500000000001,0.00247500000000001,0.00240500000000001,0.0323942,0.046322,0.0149358,0.019691,0
0.00601119999999999,0.00240000000000001,0.00273600000000001,0.00241000000000001,0.00248000000000001,0.00241000000000001,0.0576714,0.0643604,0.012579,0.0276274,0
0.018366,0.00240000000000001,0.00272100000000001,0.00241000000000001,0.00250000000000001,0.00243000000000001,0.0614494,0.0927982,0.00952259999999997,0.0275532,0
0.0197384,0.00240500000000001,0.00253500000000001,0.00241000000000001,0.00250500000000001,0.00242000000000001,0.0796682,0.102833,0.00389980000000001,0.0195076,0
0.00761419999999998,0.00240500000000001,0.004681,0.00253840000000001,0.00249000000000001,0.00240000000000001,0.169766,0.102466,0.00424820000000001,0.0206052,0
0.00489399999999999,0.00241000000000001,0.00643599999999999,0.00264700000000001,0.00247500000000001,0.00240000000000001,0.2539856,0.1038322,0.00479459999999999,0.025164,0
0.00412540000000001,0.00242500000000001,0.00428000000000001,0.00252360000000001,0.00248500000000001,0.00240000000000001,0.2586698,0.0940122,0.00403640000000001,0.0318936,0
0.00354040000000001,0.00241500000000001,0.00248000000000001,0.00243000000000001,0.00248000000000001,0.00241000000000001,0.2297484,0.092044,0.00276900000000001,0.0368114,0
0.00351780000000001,0.00240500000000001,0.0054728,0.00249920000000001,0.00247500000000001,0.00241000000000001,0.2407324,0.0978398,0.00311060000000001,0.0433862,0
0.004285,0.00240500000000001,0.00602559999999998,0.00248420000000001,0.00249000000000001,0.00240000000000001,0.2618576,0.1055306,0.00301200000000001,0.0445714,0
0.0043096,0.00240500000000001,0.00301780000000001,0.00241000000000001,0.00248500000000001,0.00240000000000001,0.2906236,0.110396,0.00240000000000001,0.0484528,0
0.0046548,0.00241000000000001,0.00248500000000001,0.00242000000000001,0.00249000000000001,0.00241000000000001,0.2940098,0.1144974,0.00320400000000001,0.0530126,0
